PharmacyID,fac_id,dsps_dtm,change_dtm,pack,estimated,cum
1PITT,25,20200129,20200129,750,1050.0,5479.6
1PITT,26,20200125,20200125,684,957.6,957.6
1PITT,26,20200126,20200126,679,950.6,1908.2
1PITT,26,20200127,20200127,673,942.2,2850.4
1PITT,26,20200128,20200128,666,932.4,3782.8
1PITT,26,20200129,20200129,655,917.0,4699.8
1PITT,27,20200125,20200125,473,662.2,662.2
1PITT,27,20200126,20200126,492,688.8,1351.0
1PITT,27,20200127,20200127,461,645.4,1996.4
1PITT,27,20200128,20200128,445,623.0,2619.4
1PITT,27,20200129,20200129,430,602.0,3221.4
1PITT,28,20200125,20200125,581,813.4,813.4
1PITT,28,20200126,20200126,569,796.6,1610.0
1PITT,28,20200127,20200127,550,770.0,2380.0
1PITT,28,20200128,20200128,588,823.2,3203.2
1PITT,28,20200129,20200129,570,798.0,4001.2
1PITT,31,20200125,20200125,558,781.2,781.2
1PITT,31,20200126,20200126,451,631.4,1412.6
1PITT,31,20200127,20200127,523,732.2,2144.8
1PITT,31,20200128,20200128,531,743.4,2888.2
1PITT,31,20200129,20200129,487,681.8,3570.0
1PITT,36,20200125,20200125,491,687.4,687.4
1PITT,36,20200126,20200126,497,695.8,1383.2
1PITT,36,20200127,20200127,496,694.4,2077.6
1PITT,36,20200128,20200128,499,698.6,2776.2
1PITT,36,20200129,20200129,491,687.4,3463.6
1PITT,38,20200125,20200125,918,1285.2,1285.2
1PITT,38,20200126,20200126,874,1223.6,2508.8
1PITT,38,20200127,20200127,855,1197.0,3705.8
1PITT,38,20200128,20200128,881,1233.4,4939.2
1PITT,38,20200129,20200129,946,1324.4,6263.6
1PITT,215,20200125,20200125,556,778.4,778.4
1PITT,215,20200126,20200126,570,798.0,1576.4
1PITT,215,20200127,20200127,568,795.2,2371.6
1PITT,215,20200128,20200128,557,779.8,3151.4
1PITT,215,20200129,20200129,576,806.4,3957.8
1PITT,278,20200125,20200125,814,1139.6,1139.6
1PITT,278,20200126,20200126,862,1206.8,2346.4
1PITT,278,20200127,20200127,805,1127.0,3473.4
1PITT,278,20200128,20200128,810,1134.0,4607.4
1PITT,278,20200129,20200129,822,1150.8,5758.2
1PITT,280,20200125,20200125,891,1247.4,1247.4
1PITT,280,20200126,20200126,905,1267.0,2514.4
1PITT,280,20200127,20200127,918,1285.2,3799.6
1PITT,280,20200128,20200128,897,1255.8,5055.4
1PITT,280,20200129,20200129,924,1293.6,6349.0
1PITT,283,20200125,20200125,777,1087.8,1087.8
1PITT,283,20200126,20200126,746,1044.4,2132.2
1PITT,283,20200127,20200127,797,1115.8,3248.0
1PITT,283,20200128,20200128,749,1048.6,4296.6
1PITT,283,20200129,20200129,730,1022.0,5318.6
1PITT,284,20200125,20200125,643,900.2,900.2
1PITT,284,20200126,20200126,642,898.8,1799.0
1PITT,284,20200127,20200127,615,861.0,2660.0
1PITT,284,20200128,20200128,650,910.0,3570.0
1PITT,284,20200129,20200129,666,932.4,4502.4
1PITT,286,20200125,20200125,795,1113.0,1113.0
1PITT,286,20200126,20200126,722,1010.8,2123.8
1PITT,286,20200127,20200127,722,1010.8,3134.6
1PITT,286,20200128,20200128,737,1031.8,4166.4
1PITT,286,20200129,20200129,723,1012.2,5178.6
1PITT,287,20200125,20200125,875,1225.0,1225.0
1PITT,287,20200126,20200126,871,1219.4,2444.4
1PITT,287,20200127,20200127,886,1240.4,3684.8
1PITT,287,20200128,20200128,903,1264.2,4949.0
1PITT,287,20200129,20200129,896,1254.4,6203.4
1PITT,360,20200125,20200125,87,121.8,121.8
1PITT,360,20200126,20200126,119,166.6,288.4
1PITT,360,20200127,20200127,93,130.2,418.6
1PITT,360,20200128,20200128,91,127.4,546.0
1PITT,360,20200129,20200129,87,121.8,667.8
1PITT,369,20200125,20200125,585,819.0,819.0
1PITT,369,20200126,20200126,576,806.4,1625.4
1PITT,369,20200127,20200127,299,418.6,2220.4
1PITT,369,20200127,20200128,126,176.4,2220.4
1PITT,369,20200128,20200128,163,228.2,3026.8
1PITT,369,20200128,20200129,413,578.2,3026.8
1PITT,369,20200129,20200129,710,994.0,4020.8
1PITT,771,20200125,20200125,475,665.0,665.0
1PITT,771,20200126,20200126,474,663.6,1328.6
1PITT,771,20200127,20200127,476,666.4,1995.0
1PITT,771,20200128,20200128,467,653.8,2648.8
1PITT,771,20200129,20200129,457,639.8,3288.6
1PITT,1320,20200125,20200125,1024,1433.6,1433.6
1PITT,1320,20200126,20200126,1045,1463.0,2896.6
1PITT,1320,20200127,20200127,981,1373.4,4270.0
1PITT,1320,20200128,20200128,1026,1436.4,5706.4
1PITT,1320,20200129,20200129,1038,1453.2,7161.0
1PITT,1320,20200129,20200130,1,1.4,7161.0
1PITT,1321,20200125,20200125,465,651.0,651.0
1PITT,1321,20200126,20200126,440,616.0,1267.0
1PITT,1321,20200127,20200127,475,665.0,1932.0
1PITT,1321,20200128,20200128,467,653.8,2585.8
1PITT,1321,20200129,20200129,483,676.2,3262.0
1PITT,1322,20200125,20200125,663,928.2,928.2
1PITT,1322,20200126,20200126,685,959.0,1887.2
1PITT,1322,20200127,20200127,703,984.2,2871.4
1PITT,1322,20200128,20200128,694,971.6,3843.0
1PITT,1322,20200129,20200129,691,967.4,4810.4
1PITT,1323,20200125,20200125,834,1167.6,1167.6
1PITT,1323,20200126,20200126,856,1198.4,2367.4
1PITT,1323,20200126,20200127,1,1.4,2367.4
1PITT,1323,20200127,20200127,774,1083.6,3451.0
1PITT,1323,20200128,20200128,914,1279.6,4730.6
1PITT,1323,20200129,20200129,801,1121.4,5852.0
1PITT,1411,20200125,20200125,527,737.8,737.8
1PITT,1411,20200126,20200126,523,732.2,1470.0
1PITT,1411,20200127,20200127,608,851.2,2321.2
1PITT,1411,20200128,20200128,537,751.8,3073.0
1PITT,1411,20200129,20200129,544,761.6,3834.6
1PITT,1412,20200125,20200125,736,1030.4,1030.4
1PITT,1412,20200126,20200126,718,1005.2,2035.6
1PITT,1412,20200127,20200127,724,1013.6,3049.2
1PITT,1412,20200128,20200128,699,978.6,4027.8
1PITT,1412,20200129,20200129,711,995.4,5023.2
1PITT,1413,20200125,20200125,787,1101.8,1101.8
1PITT,1413,20200126,20200126,788,1103.2,2205.0
1PITT,1413,20200127,20200127,746,1044.4,3249.4
1PITT,1413,20200128,20200128,778,1089.2,4338.6
1PITT,1413,20200129,20200129,766,1072.4,5411.0
1PITT,1702,20200125,20200125,8,11.2,11.2
1PITT,1702,20200126,20200126,8,11.2,22.4
1PITT,1702,20200127,20200127,12,16.8,39.2
1PITT,1702,20200128,20200128,22,30.8,70.0
1PITT,1702,20200129,20200129,29,40.6,110.6
1PITT,1703,20200125,20200125,6,8.4,8.4
1PITT,1703,20200126,20200126,5,7.0,15.4
1PITT,1703,20200127,20200127,13,18.2,33.6
1PITT,1703,20200128,20200128,2,2.8,36.4
1PITT,1703,20200129,20200129,4,5.6,42.0
1PITT,1704,20200125,20200125,838,1173.2,1173.2
1PITT,1704,20200126,20200126,916,1282.4,2455.6
1PITT,1704,20200127,20200127,836,1170.4,3626.0
1PITT,1704,20200128,20200128,949,1328.6,4954.6
1PITT,1704,20200129,20200129,837,1171.8,6126.4
1PITT,1707,20200125,20200125,331,463.4,463.4
1PITT,1707,20200126,20200126,311,435.4,898.8
1PITT,1707,20200127,20200127,337,471.8,1370.6
1PITT,1707,20200128,20200128,333,466.2,1836.8
1PITT,1707,20200129,20200129,316,442.4,2279.2
1PITT,2078,20200125,20200125,748,1047.2,1047.2
1PITT,2078,20200126,20200126,751,1051.4,2098.6
1PITT,2078,20200127,20200127,783,1096.2,3194.8
1PITT,2078,20200128,20200128,760,1064.0,4258.8
1PITT,2078,20200129,20200129,766,1072.4,5331.2
1PITT,2079,20200125,20200125,416,582.4,582.4
1PITT,2079,20200126,20200126,422,590.8,1173.2
1PITT,2079,20200127,20200127,420,588.0,1761.2
1PITT,2079,20200128,20200128,430,602.0,2363.2
1PITT,2079,20200129,20200129,435,609.0,2972.2
1PITT,2568,20200125,20200125,784,1097.6,1097.6
1PITT,2568,20200126,20200126,788,1103.2,2200.8
1PITT,2568,20200127,20200127,768,1075.2,3276.0
1PITT,2568,20200128,20200128,791,1107.4,4383.4
1PITT,2568,20200129,20200129,771,1079.4,5462.8
1PITT,3534,20200125,20200125,476,666.4,666.4
1PITT,3534,20200126,20200126,492,688.8,1355.2
1PITT,3534,20200127,20200127,776,1086.4,2441.6
1PITT,3534,20200128,20200128,436,610.4,3052.0
1PITT,3534,20200129,20200129,604,845.6,3897.6
1PITT,3961,20200125,20200125,285,399.0,399.0
1PITT,3961,20200126,20200126,292,408.8,807.8
1PITT,3961,20200127,20200127,294,411.6,1219.4
1PITT,3961,20200128,20200128,293,410.2,1629.6
1PITT,3961,20200129,20200129,298,417.2,2046.8
