PharmacyID,fac_id,dsps_dtm,change_dtm,pack,estimated,cum
6FRES,566,20200126,20200126,499,698.6,1370.6
6FRES,566,20200127,20200127,501,701.4,2072.0
6FRES,566,20200128,20200128,493,690.2,2762.2
6FRES,566,20200129,20200129,490,686.0,3448.2
6FRES,568,20200125,20200125,523,732.2,732.2
6FRES,568,20200126,20200126,532,744.8,1477.0
6FRES,568,20200127,20200127,565,791.0,2268.0
6FRES,568,20200128,20200128,557,779.8,3047.8
6FRES,568,20200129,20200129,571,799.4,3847.2
6FRES,569,20200125,20200125,634,887.6,887.6
6FRES,569,20200126,20200126,652,912.8,1800.4
6FRES,569,20200127,20200127,653,914.2,2714.6
6FRES,569,20200128,20200128,658,921.2,3635.8
6FRES,569,20200129,20200129,709,992.6,4628.4
6FRES,570,20200125,20200125,498,697.2,697.2
6FRES,570,20200126,20200126,463,648.2,1345.4
6FRES,570,20200127,20200127,474,663.6,2009.0
6FRES,570,20200128,20200128,479,670.6,2679.6
6FRES,570,20200129,20200129,459,642.6,3322.2
6FRES,667,20200125,20200125,1377,1927.8,1927.8
6FRES,667,20200126,20200126,1391,1947.4,3875.2
6FRES,667,20200127,20200127,1411,1975.4,5850.6
6FRES,667,20200128,20200128,1321,1849.4,7700.0
6FRES,667,20200129,20200129,1505,2107.0,9807.0
6FRES,1120,20200125,20200125,110,154.0,154.0
6FRES,1120,20200126,20200126,141,197.4,351.4
6FRES,1120,20200127,20200127,106,148.4,499.8
6FRES,1120,20200128,20200128,107,149.8,649.6
6FRES,1120,20200129,20200129,106,148.4,798.0
6FRES,1440,20200125,20200125,662,926.8,926.8
6FRES,1440,20200126,20200126,702,982.8,1909.6
6FRES,1440,20200127,20200127,691,967.4,2877.0
6FRES,1440,20200128,20200128,758,1061.2,3938.2
6FRES,1440,20200129,20200129,752,1052.8,4991.0
6FRES,1441,20200125,20200125,370,518.0,518.0
6FRES,1441,20200126,20200126,400,560.0,1078.0
6FRES,1441,20200127,20200127,288,403.2,1481.2
6FRES,1441,20200128,20200128,300,420.0,1901.2
6FRES,1441,20200129,20200129,277,387.8,2289.0
6FRES,1442,20200125,20200125,265,371.0,371.0
6FRES,1442,20200126,20200126,262,366.8,737.8
6FRES,1442,20200127,20200127,272,380.8,1118.6
6FRES,1442,20200128,20200128,271,379.4,1498.0
6FRES,1442,20200129,20200129,279,390.6,1888.6
6FRES,1443,20200125,20200125,264,369.6,369.6
6FRES,1443,20200126,20200126,258,361.2,730.8
6FRES,1443,20200127,20200127,264,369.6,1100.4
6FRES,1443,20200128,20200128,271,379.4,1479.8
6FRES,1443,20200129,20200129,259,362.6,1842.4
6FRES,1444,20200125,20200125,348,487.2,487.2
6FRES,1444,20200126,20200126,352,492.8,980.0
6FRES,1444,20200127,20200127,345,483.0,1463.0
6FRES,1444,20200128,20200128,339,474.6,1937.6
6FRES,1444,20200129,20200129,339,474.6,2412.2
6FRES,1445,20200125,20200125,636,890.4,890.4
6FRES,1445,20200126,20200126,594,831.6,1722.0
6FRES,1445,20200127,20200127,608,851.2,2573.2
6FRES,1445,20200128,20200128,623,872.2,3445.4
6FRES,1445,20200129,20200129,600,840.0,4285.4
6FRES,1446,20200125,20200125,2,2.8,2.8
6FRES,1446,20200126,20200126,2,2.8,5.6
6FRES,1446,20200128,20200128,3,4.2,9.8
6FRES,1446,20200129,20200129,11,15.4,25.2
6FRES,1810,20200125,20200125,290,406.0,406.0
6FRES,1810,20200126,20200126,284,397.6,803.6
6FRES,1810,20200127,20200127,339,474.6,1278.2
6FRES,1810,20200128,20200128,254,355.6,1633.8
6FRES,1810,20200129,20200129,256,358.4,1992.2
6FRES,1900,20200125,20200125,627,877.8,877.8
6FRES,1900,20200126,20200126,616,862.4,1740.2
6FRES,1900,20200127,20200127,606,848.4,2588.6
6FRES,1900,20200128,20200128,641,897.4,3486.0
6FRES,1900,20200129,20200129,644,901.6,4387.6
6FRES,1901,20200125,20200125,400,560.0,560.0
6FRES,1901,20200126,20200126,419,586.6,1146.6
6FRES,1901,20200127,20200127,311,435.4,1635.2
6FRES,1901,20200127,20200128,38,53.2,1635.2
6FRES,1901,20200128,20200128,504,705.6,2340.8
6FRES,1901,20200129,20200129,475,665.0,3005.8
6FRES,1902,20200125,20200125,580,812.0,812.0
6FRES,1902,20200126,20200126,662,926.8,1738.8
6FRES,1902,20200127,20200127,692,968.8,2707.6
6FRES,1902,20200128,20200128,726,1016.4,3724.0
6FRES,1902,20200129,20200129,676,946.4,4670.4
6FRES,1903,20200125,20200125,1209,1692.6,1692.6
6FRES,1903,20200126,20200126,1263,1768.2,3460.8
6FRES,1903,20200127,20200127,1236,1730.4,5191.2
6FRES,1903,20200128,20200128,907,1269.8,6920.2
6FRES,1903,20200128,20200129,328,459.2,6920.2
6FRES,1903,20200129,20200129,1306,1828.4,8748.6
6FRES,5501,20200125,20200125,567,793.8,793.8
6FRES,5501,20200126,20200126,576,806.4,1600.2
6FRES,5501,20200127,20200127,556,778.4,2378.6
6FRES,5501,20200128,20200128,580,812.0,3190.6
6FRES,5501,20200129,20200129,590,826.0,4016.6
6FRES,20001,20200125,20200125,638,893.2,893.2
6FRES,20001,20200126,20200126,619,866.6,1759.8
6FRES,20001,20200127,20200127,678,949.2,2709.0
6FRES,20001,20200128,20200128,671,939.4,3648.4
6FRES,20001,20200129,20200129,665,931.0,4579.4
6FRES,20002,20200125,20200125,942,1318.8,1318.8
6FRES,20002,20200126,20200126,927,1297.8,2616.6
6FRES,20002,20200127,20200127,926,1296.4,3913.0
6FRES,20002,20200128,20200128,934,1307.6,5220.6
6FRES,20002,20200129,20200129,941,1317.4,6538.0
6FRES,20003,20200125,20200125,400,560.0,560.0
6FRES,20003,20200126,20200126,403,564.2,1124.2
6FRES,20003,20200127,20200127,404,565.6,1689.8
6FRES,20003,20200128,20200128,402,562.8,2252.6
6FRES,20003,20200129,20200129,397,555.8,2808.4
6FRES,P6000,20200125,20200125,1176,1646.4,1646.4
6FRES,P6000,20200126,20200126,1227,1717.8,3364.2
6FRES,P6000,20200127,20200127,1203,1684.2,5048.4
6FRES,P6000,20200128,20200128,1166,1632.4,6680.8
6FRES,P6000,20200129,20200129,1184,1657.6,8338.4
6FRES,P6002,20200125,20200125,1147,1605.8,1605.8
6FRES,P6002,20200126,20200126,1128,1579.2,3185.0
6FRES,P6002,20200127,20200127,1147,1605.8,4816.0
6FRES,P6002,20200127,20200128,18,25.2,4816.0
6FRES,P6002,20200128,20200128,1073,1502.2,6318.2
6FRES,P6002,20200129,20200129,1174,1643.6,7961.8
6FRES,P6003,20200125,20200125,721,1009.4,1009.4
6FRES,P6003,20200126,20200126,675,945.0,1954.4
6FRES,P6003,20200127,20200127,725,1015.0,2969.4
6FRES,P6003,20200128,20200128,696,974.4,3943.8
6FRES,P6003,20200129,20200129,744,1041.6,4985.4
